タイトル,あらすじ,ジャンル
ホゴシャはつらいよ!,親友が殺され、残された幼い2人の子供を引き取ることになったアーシー。子供たちと一緒に転がり込んできた叔父と力を合わせ、親代わりとして奮闘する。,海外LGBTQ映画
ナパバレー: ワイン造りの旅,多くのワイン用ブドウ園を抱える、カリフォルニアのナパバレー。極上のワインを作り出す醸造家達の故郷とも言える恵みの地を映す、色彩豊かなドキュメンタリー。,海外ドキュメンタリー
傭兵のハカ,毒親から逃れプロラグビー選手になるため、ニューカレドニアを去り渡仏した一人の青年。だが、フランスで彼を待ち受けていたのは、想像以上に厳しい現実だった。,カンヌ国際映画祭受賞映画
ザ・ボム －核爆弾－,人類に多大なる影響を与えた原子爆弾。この史上最強の破壊兵器の歴史を、数々の映像、関連資料、ジ・アシッドの音楽とともに辿る新タイプのドキュメンタリー。,アメリカ映画
はじめてのおもてなし,ミュンヘンの裕福な一家は、ナイジェリアから来た難民の青年を受け入れることに。これを機に、崩壊寸前だった家族の閉鎖的な日常は一変し、大騒動が巻き起こる。,海外/ヒューマンドラマ
ビリー・リンの永遠の一日,若き兵士は戦場での勇姿を称えられ、戦友とともに一躍英雄に。イラクから帰国した彼は大歓迎を受けるのだが、過酷な戦場での日々を思い、葛藤を抱き始める。,本が原作のヒューマンドラマ
聖なる地獄,カリフォルニアでの集団生活は理想郷のはずが、幻滅に変わった。カリスマ的なリーダーの危うい素顔が露呈し、全ては崩壊。元メンバーが、一部始終を振り返る。,海外ドキュメンタリー
ソムニア -悪夢の少年-,息子を亡くした若い夫婦が里子を迎え入れる。だが、少年には、眠っている間に見た夢を、よい夢も悪夢もすべて現実のものにしてしまう不思議な能力があった。,超常現象ホラー
13th －憲法修正第13条－,"現代の米国の社会問題に、アフリカ系アメリカ人の""大量投獄""がある。黒人が犯罪者として逮捕されやすい事実を学者、活動家、政治家が分析するドキュメンタリー。",海外ドキュメンタリー
地球に優しくする方法,料理人や農家の人々が語るのは、環境や人体に優しい食物を選ぶことの大切さ。そして、それが将来の食事情を変える可能性。食べ物を選ぶことは、未来を選ぶこと。,海外ドキュメンタリー
プラネタリウム,第二次世界大戦前のパリで、アメリカ人姉妹による死者を呼び寄せる降霊術が話題に。2人の才能に目をつけた野心家の映画プロデューサーが撮影を目論むが...。,海外/ヒューマンドラマ
メン・イン・キャット,いつも家族は二の次で仕事に没頭してきた男が、娘の誕生日に猫を買うことに。ところが不運な事故に遭い、自分がその猫の体に閉じ込められてしまい...!?,コメディ
終末へのカウントダウン,突然のエイリアンの襲撃でカオスと化した町。生きて地獄を脱出すべく、狂乱する生存者たち。2人の姉妹が、サバイバルを賭けて、壮絶な闘いに挑む。,SFアクション
スウィート17モンスター,ネイディーンはまだ恋より友情が大切な17歳。たった一人の親友が、天敵の兄と恋に落ちたことから、彼女の日常はますます苦渋に満ちたものとなる。,海外/ヒューマンドラマ
世界のジョージ・クルーニー,不動の人気を誇る俳優、ジョージ・クルーニー。外国語で上映される吹き替え映画では専任の声優が彼の声を担当。馴染みある映画の吹き替え版制作の裏側をご紹介。,アメリカ映画
アマンダ・ノックス,二転三転する留学生殺人事件の裁判で、それぞれ2度の有罪判決と無罪判決を受けた米国人女性。アマンダ自身と関係者へのインタビューを通し、事件の裏側に迫る。,実際に起きた犯罪事件を描くドキュメンタリー
ハント・フォー・ザ・ワイルダーピープル,手が付けられない非行のため児童福祉局の頭を悩ます問題児のリッキー。施設からニュージーランドの森で暮らす夫婦のもとに預けられ、新たな生活を始めるが...。,アドベンチャー
バスターの壊れた心,ホテルで働くバスターは謎の男との出会いをきっかけに山林に逃げ込み、警察に追われる身となる。無人の山荘に身を隠した彼は、奇妙な悪夢にうなされ...。,マインドゲームスリラー
フリースタイル　モトクロスの歴史,世界一のエクストリームスポーツといわれるフリースタイルモトクロス。この刺激的な競技の起源とその先駆者達の足跡に迫るアドレナリン全開のドキュメンタリー。,スポーツドキュメンタリー
ペットソン&フィンダス 2,もうすぐ楽しいクリスマス! でも大雪のせいで家にはお祝いするためのツリーもごちそうもない。ペットソンとフィンダスにちゃんとクリスマスはやってくる?,コメディ
ヒストリー・オブ・シカゴ,殿堂入りロックバンド、シカゴの軌跡を追うドキュメンタリー作品。ジャズとロックのフュージョン音楽に始まり、ポップなヒット曲までを生み出した舞台裏に迫る。,海外ドキュメンタリー
インデペンデンス・デイ 2016,世界各地に突如として巨大UFOの大軍が襲来し、各国の軍隊は成す術もなく壊滅。人類滅亡の恐怖と混乱の渦が広がる中、残された希望を頼りに決死の反撃が始まる。,SFアクション
マイリトルポニー: エクエストリア・ガールズ - エバーフリーの伝説,"「マイリトルポニー」のキャラクターたちが""エクエストリア・ガールズ""としてパワーアップ! エバーフリー・キャンプ場を、魔法の力で守らなくちゃ!",動物物語
王様のためのホログラム,家族も財産も失ったアメリカ人の男は、一発逆転をかけてサウジアラビアの国王に最新技術を売りに行く。現地の文化や人々に触れるうちに、彼の中に変化が訪れる。,本が原作のヒューマンドラマ
ブラック・ルーム,若い夫婦がついに手に入れた夢のマイホーム。だが、地下に潜む邪悪で貪欲な霊が2人を襲い、その幸せをかみしめる間もなく悪夢の館に囚われていく…。,海外映画
